,Cmp. 1,Cmp. 2,Cmp. 3,Cmp. 4,Cmp. 5,Cmp. 6,Cmp. 7,Cmp. 8,Cmp. 9,Cmp. 10,Cmp. 11,Cmp. 12,Cmp. 13,Cmp. 14,Cmp. 15,Cmp. 16,Cmp. 17,Cmp. 18,Cmp. 19,Cmp. 20,Cmp. 21,Cmp. 22,Cmp. 23,Cmp. 24,Cmp. 25,Cmp. 26,Cmp. 27,Cmp. 28,Cmp. 29,Cmp. 30,Cmp. 31,Cmp. 32,Cmp. 33,Cmp. 34,Cmp. 35,Cmp. 36,Cmp. 37,Cmp. 38,Cmp. 39,Cmp. 40
Ace,-0.7469374021844991,0.004712280397781904,-0.13347618298750705,0.1740048368437613,0.3944766417919129,-0.2949554806066346,-0.4934235501145931,-0.32248535479089063,0.2682788819326893,0.28782512705907887,-0.16590476599168325,-0.24278599211245447,-0.05706160820524059,0.30643942090442916,-0.031328823730749474,0.45782532593266895,0.10771741114307737,0.024180761285355182,0.1530277848596186,0.0886980215531236,0.38472592376542614,-0.2484573269162106,0.35595162880436926,-0.2686278819424791,0.16919984988334502,0.1282524659221733,0.04179600079221586,-0.028393276933726307,0.005292281852507756,-0.05407072303742714,0.07148651806084923,-0.2275983918348616,0.051031175792683806,0.1909143051083138,0.028108691081213357,0.4551200644694597,-0.05193589971870073,0.569044784031663,-0.06243955518916355,-0.5923766569781288
Adgre4,-0.4977088851401993,0.03760846788517387,-0.08924496900333927,0.14758242782954833,0.25451103260328967,-0.2303787548095353,-0.36849833623336403,-0.23483139710293593,0.203942103447798,0.18202926157474772,-0.13983897977077658,-0.135300993582425,-0.03359592872644665,0.17854266969419524,-0.051950405463360334,0.33537373159286077,0.07523694688639596,-0.02125856356920943,0.15693868000279784,0.05812668172086528,0.22855349113879894,-0.12806890577885796,0.25077996190126917,-0.18130753841141228,0.12686853281389385,0.10824384679317295,0.03470421074592369,-0.03690655167666658,0.062196864704630636,-0.030397157389391426,0.03043044100635814,-0.1583119592051627,0.054310431156112705,0.10812993563530363,-0.003946212560602286,0.3303543075900563,-0.053230274966194986,0.40877127597571733,-0.046667368823705736,-0.25251252041260336
Tppp3,-0.3983391107211115,0.023065348279152405,-0.08965268554646852,0.13950388078373385,0.1694278475014785,-0.23154428106801947,-0.3312314163514798,-0.2208563561997963,0.18194671063623005,0.19807040405088142,-0.14607406464174885,-0.06985502470965219,-0.02771307882679729,0.15492343555528418,-0.01294663287121476,0.38501892917191577,0.059511370380869115,-0.0133107898367286,0.1473742978445602,0.05132581435143519,0.17655871639280715,-0.11830241463149693,0.23901664172533968,-0.1643177297101843,0.1305154794110702,0.08604383259061218,0.017442976157752144,0.009549794690605703,0.02122898755942404,-0.02745991486549882,0.03795009786998397,-0.13486784491366732,0.004308358337585991,0.11878064768342009,0.01178259898426455,0.29426710726111877,-0.04589901790948005,0.3552070740288828,-0.035668271184836155,-0.3895872645885238
Smpdl3b,-0.3917286341866814,0.013552085319312663,-0.06520453480167629,0.11486494226954323,0.19269328008814357,-0.16337247484578624,-0.297254743349289,-0.18485955771506216,0.1856632820117998,0.1749375138598374,-0.11308273252045492,-0.11552174586590236,-0.02203194193836615,0.1454784241688098,-0.019523114637923483,0.2864442254300983,0.07026978193389609,-0.006611139107006426,0.0993271625071158,0.03967370485086175,0.17553155008826204,-0.09007542419515666,0.19973782399948117,-0.151261759596144,0.1040291270448906,0.0810412649619825,0.023337681723148193,-2.002298352736807e-05,-0.019166572050598706,-0.01188315278979703,0.032211235834064524,-0.1265995663188718,0.005300992160160672,0.09163020384683711,0.023490259281537636,0.25832147375994646,-0.03192313524248802,0.3214152892939351,-0.038155343260240164,-0.33063025611996805
Bcl2a1d,-0.4435352092633319,-0.01720922381312961,-0.06143063041836971,0.06326447646548328,0.31710478004599585,-0.13833550583751872,-0.257608723781128,-0.15400508336460467,0.1245264184511375,0.13902555805949185,-0.06529776296483213,-0.08729348166666306,-0.03665604574085855,0.19894261089504492,0.010399551400641246,0.2953558869176153,0.07812560063415296,0.04842038038399749,0.09601364938572958,0.08512237536159405,0.28445078439953847,-0.14598922348573423,0.21674186010100574,-0.14035503090227247,0.10326599488836133,0.036745951287550975,0.031344690599798226,0.001545981483645679,-0.026498824873052895,-0.013817621918780606,0.06402853342172675,-0.12159666859313877,0.05624259217480256,0.1515568020856067,-0.020880635552836504,0.25706733846783614,-0.01042914350039416,0.32548922829964755,-0.029847579180599076,-0.2942473383802747
Fabp4,-0.4845819887145384,-0.008204157911155465,-0.07868672945680164,0.0643394175870434,0.28962391810287247,-0.1728393669598655,-0.298046263824803,-0.21210619805036998,0.14310174166058248,0.13160627092197574,-0.09530090090834194,-0.18952431959787033,-0.053373083572189055,0.19633543737783876,-0.04385509613697198,0.280125750207739,0.0677005576548272,0.0036074428772246083,0.09672601190618423,0.05782345509190395,0.26459064789974945,-0.20974335496244131,0.22663556843892496,-0.17552515572971583,0.10190322375132045,0.08862902313458754,0.017685653223054317,-0.018097667810623424,0.0003012740459584371,-0.011901481844450088,0.05421667094358131,-0.15064734440184002,0.01675789852717371,0.137315002085664,0.029947488848614732,0.2885282826297639,-0.023698154165099607,0.35637892705691593,-0.047297557883050186,-0.36198395055386146
Eno3,-0.5163564199842186,-0.0028324181971395557,-0.09362422879537499,0.04820356334427879,0.26961683440679884,-0.19943847691486075,-0.22246494737072697,-0.1595033578167839,0.15065603785451173,0.15086775534689445,-0.11687704376251633,-0.13585811204135373,-0.045417110162134074,0.1902535833322909,-0.06059583116953619,0.24300627998696972,0.010288255047737357,0.07061332046905264,0.08469693709556379,0.12126352617185836,0.26550093924867746,-0.1681338126165428,0.21088505876737346,-0.14227199614243244,0.07572057923144909,0.0537169283454365,0.02347356815930881,-0.014603478202110193,-0.0076665401258359175,-0.1084914388035889,0.06733066005183459,-0.13270602843622387,0.07294412253436819,0.17809131136820472,0.05980654696063805,0.2398659369038968,-0.06936800511446406,0.3309784549792565,-0.002811013811600978,-0.3432742589792957
Slc45a3,-0.18521907465545803,0.021791176419161805,-0.055020895675590695,-0.0834348188419752,0.24287230791327247,-0.06487895237844636,-0.056991346976485835,0.027474833820389722,-0.3464137632369837,0.05060362121284359,-0.014561998499716124,-0.2550270567334907,-0.3929020996775759,-0.35285816750749815,-0.049421388466994065,-0.3125293234144567,-0.0053460621143946035,-0.06111538908738762,-0.10043048246169853,-0.07348019254472364,0.004777306485811819,-0.12376038342628208,0.02104582823943526,-0.15375603485444198,0.2075925201216924,0.03157836224638222,0.06411732621353798,-0.038686311049355715,0.02103176895197282,-0.02993095185287193,0.009813950219828987,0.04086727579903519,0.015393313518028636,0.20722542983528694,0.21733510948876636,-0.045442520792076134,0.07321606520866981,-0.035492871037321745,-0.032794936466156964,0.0358236309578082
Sh2d4a,-0.18780301668455052,-0.22868287945641766,-0.19044207957742104,0.05806093203484662,-0.19740205347863307,-0.24294442872056707,0.44105592221096845,0.2641161639623863,0.11217741588889135,0.2065573126833129,0.009165810300789024,0.2001407989386647,0.1570907558573353,0.011345341784580493,0.16260604564710676,-0.08600615502570454,-0.31360108868137704,0.15423238928641378,0.05888640714676993,0.25763646336296503,0.059847294717481285,0.11869179657445296,0.022333429843696285,0.27010174525274605,-0.07039386677673509,-0.0688380035243655,-0.19216154765746737,0.09083489717119503,-0.0741048203178598,-0.4254185666825899,-0.09833863397206204,0.09503266783624854,0.07898572657897023,0.2392773300326396,0.02139707701980547,-0.11637916312696041,-0.08731850058971183,-0.002681666143653268,0.20622261391683971,0.11080148009611596
Igsf3,-0.1307261452682537,-0.19569269602887393,-0.14500720273663578,0.09399958779847799,-0.18140633972621675,-0.1764259655664999,0.28826824450847127,0.08776146645697393,0.07882139145784267,0.20216925066761918,0.0014152386838789778,0.15088604170693454,0.14944528951854302,0.0729845874762804,0.15775008600172716,-0.03651933770250138,-0.27355789792668317,0.10787177602629824,0.028581829611902247,0.2525532092933448,0.011998353392340358,0.0716678574349587,0.026652567830870822,0.1475712692468489,-0.009054836593092103,-0.06349676888745431,-0.06357136534133068,0.08888092697291128,-0.02141452032410585,-0.4064738162059338,-0.09189139921835118,0.08347443038041584,0.04394500366113658,0.11240655560253968,-0.06645840123751715,-0.056323268274342975,-0.06193035449234129,0.025303877381996714,0.17592131390441143,0.09054460059784539
