,Cmp. 1,Cmp. 2,Cmp. 3,Cmp. 4,Cmp. 5,Cmp. 6,Cmp. 7,Cmp. 8,Cmp. 9,Cmp. 10,Cmp. 11,Cmp. 12,Cmp. 13,Cmp. 14,Cmp. 15,Cmp. 16,Cmp. 17,Cmp. 18,Cmp. 19,Cmp. 20,Cmp. 21,Cmp. 22,Cmp. 23,Cmp. 24,Cmp. 25,Cmp. 26,Cmp. 27,Cmp. 28,Cmp. 29,Cmp. 30
CD79B,0.006257167375321477,-0.007082541773725643,0.0031877723510073583,-0.0017338315647755429,0.07181099617658619,0.0026942969044671922,-0.027241380573094023,-0.004387740424442339,0.0036135287945865333,0.031936649418225306,-0.008753330663139443,-0.064552346523737,-0.1673291842092174,0.0056020205413330705,-0.005530296915441221,0.019998145997590245,-0.010487978253225864,-0.003662582652380469,0.001110499507717765,-0.005045843804083083,0.0011032654174022243,0.013806229050963471,-0.012130716679674669,0.0025745064536478878,0.009578119956046915,0.005777870896837629,-0.020126403486745586,-0.016382648526249852,0.002772624482345585,0.005815888932226911
BANK1,0.00038567518223307963,-0.010990340638014353,0.001081619061547762,0.0016185722008329342,0.06579438577667894,-0.003173844593257456,-0.03770373307714565,-0.010076905332295117,0.003938673753255738,0.026542225516636687,-0.01840978009901145,-0.06040803015833074,-0.15456444018599394,0.005645153340320824,-0.005775047278974481,0.006708701621251422,-0.012425918328529592,0.004341505553884879,0.0012933869170700463,-0.006561218090426398,-0.0003305045519764504,0.007293051289729064,-0.005407301741295494,0.003958594365787502,0.009129979205401942,0.0067935905324246135,-0.017876455403890934,-0.017037688294072775,0.003150149193237305,0.005720758808901249
TNFRSF13B,0.004287669275235534,-0.021130717926765488,-0.00028884650372103753,0.0073231830329959615,0.06844947593618529,-0.00032597459928864847,-0.03862197232141923,-0.008477431110692754,0.007800836595404193,0.01745890033502391,-0.00839292635271264,-0.06440212619355883,-0.15424141188847984,-0.0022305880150149415,-0.0072273936454516395,0.008238420953633864,-0.011039091605621386,-0.004078753898589344,-0.008882997083180367,-0.007316168156460375,-0.006996097055093916,0.013017271863252923,-0.0038573434365652675,0.007495449963992982,0.008513213174201664,0.006957179835278828,-0.024103279745294137,-0.019878925568702376,0.002400602814048848,0.007060724243406157
BLK,0.000978325597716147,-0.021222829833987295,-0.0010552388994888135,0.007926110731059824,0.06450877693130773,0.0031060698116223496,-0.041227024268787126,-0.001958340731656465,0.006873678294006809,0.01902108645680963,-0.014129149833121045,-0.061411703281982935,-0.14208886540376892,-0.006376785602815079,-0.0052618638858228164,0.007687990980048664,-0.012140390830199067,-0.0004264052594689203,-0.009516037197894426,-0.0039692064351350385,-0.00479891671766127,0.00638625227994663,-0.0013574213635560678,0.010436753651774539,0.005954978388078527,0.0076748507961969465,-0.015675009798315254,-0.015217270550510371,0.0015761907855001704,0.00594720770251801
AC006129.4,0.0004795184969483209,-0.0352695065831947,-0.0019484513626111405,0.010848280068597215,0.053790237160911164,-0.0037385886646002955,-0.053019491150352004,-0.004118164200342708,0.009511068908608101,0.018573104162155255,-0.011193049370718614,-0.06809643517016709,-0.1240327492663635,-0.0007883154729439215,-0.012024871889503947,0.012773407847030184,-0.009278863710572877,0.004631077728262594,0.014301498263887494,-0.0017218981229979167,-0.015947595621158932,0.006879210001195329,-0.007717511464323471,-0.004703623263639195,0.0032650330146634745,0.0011054951136335426,-0.017878451837617968,-0.01454436493833914,0.003710955798932434,0.002771254609532786
TEX9,0.0004939432187508045,-0.04218140307971914,-0.00512527623310118,0.006713027428487741,0.047894420015972355,-0.001365190593999655,-0.05094553263315053,-0.005801443529253854,0.004453574122429818,0.015439730534601692,-0.007426123332387329,-0.061788437096734386,-0.09973413543407351,0.00036291699446606155,-0.012335128378815976,0.024399002831913194,-0.005774515524136113,0.004956813217915261,-0.0001618386866205337,0.002514196173412106,-0.008296852688856344,0.005961944604927041,-0.0018328780262033347,0.0017704592893264233,0.007973896670644612,0.0003698719129975082,-0.016928494776565023,-0.01087850298265895,0.0027746077535053646,0.0033121081009719337
TNFRSF17,0.001265364383773246,-0.03543254197059814,-0.00259262178721393,0.011652471940254004,0.04756483491121008,-0.0008569240777472425,-0.05161183199625138,-0.0009496197420169003,0.0057488118858018845,0.011521222212529181,-0.005338080293464451,-0.060342560195475715,-0.10497299409546106,-0.005210697555316985,-0.003171331297339692,0.006640057320082522,-0.008616143052368727,-0.0029313835734519115,-0.006523316235015334,-0.0016147421856102613,-0.009696558213983675,0.0063730597026604675,0.0016698126974492155,0.018727722293019333,0.005511083254927892,0.002492729585871995,-0.01666973588494886,-0.014644854581311718,0.0030845611232418226,0.003678458379051369
BCAS4,0.0032684910642554227,-0.016919654288434068,0.015800096867062276,0.011051885671222828,0.03968319291209054,0.010053844937589904,-0.02386773548531979,0.019982101402192958,0.01190535603636418,0.009131739376766408,-0.012394320489999076,-0.057501284362926904,-0.11045539965531453,0.0015067147309105343,0.0045113909970918055,0.011685780502459843,-0.006733112985773574,0.0024115534275728416,0.010073593179914676,-0.009831770656794461,-0.011341430214650648,0.006033416489581307,-0.0015493130564420067,0.009521901024000473,0.0013121601362064091,0.008185544995983939,-0.022795769560629085,-0.007816700817777638,0.002301449258357285,0.005669227858005907
PKIG,-0.006138044235947772,-0.01691484938942856,0.0013138733072148349,0.006506252403157448,0.04767988085085705,0.00182230948831817,-0.018465091363632342,0.004188694443430698,0.007820545803255705,0.030498769820417423,-0.0038959540667452834,-0.0636436641979924,-0.11802082386232954,-0.017563011752815647,-0.005675637310509691,0.05526307558579836,-0.005795237516646938,0.0049855862793759895,-0.006172260357071894,-0.0058452086293755015,-0.008048169606839075,0.007033123752661351,0.007794012326741881,0.048361804762372326,0.004409480413809591,-0.0021509711297262265,-0.01296240812276853,0.03377201636859385,0.002313982511789056,0.007831223503489129
CPNE6,0.06349490040136861,0.019753915963319883,0.02620440194386968,0.003515463322673111,-0.0073923341842744485,-0.02579777622023869,-0.0006729273877836995,-0.0011992685936717195,-0.0742034882129834,-0.001487068093351952,0.051725848176844294,0.0014031131317166008,0.0036097150031763883,-0.0183663043442306,0.006274909263450134,-0.0016698819460057846,0.09092932972283162,-0.034923114325612084,-0.0013676132906851484,0.03571753403722684,0.013108946566331454,-0.013353111333388968,0.04091416946857327,0.002508811344287894,0.005680835575537432,0.033931822725193225,-0.0006771306163088494,0.006155948992086493,-0.005770525516462922,0.015733885014368246
KLF1,0.005308328382502819,-0.0003022941296032408,-0.007468845506071244,-0.00579312129249705,0.0010808443941878459,0.014761855149379432,0.031019781291328288,0.0047536633301406015,0.006935062442995853,0.009975594397712135,0.004769442713532405,-0.020800278431211457,-0.0004969364679736202,0.006446568703455789,0.003076519560907407,0.09642564452400677,0.009912623298780733,-0.00425791524663445,-0.006539794475290932,0.0038247586389484173,0.004951044642711744,-0.006647967960077205,0.06520535019786855,0.06889778675422462,0.038672297695405866,0.0017303928287019648,-0.004294793908902266,0.005660077137047516,0.00010008414180320633,-0.00040049301867112723
MYB,0.0070929321170550026,0.030426596801033826,0.007353974811190329,-0.016741322519524312,-0.016203861310206936,0.00794194212807798,0.07385059217392154,0.011740062556424126,-0.0033143327899842175,-0.0029895986336528377,0.02334443424913468,-0.014651741326243728,0.0032375808738540927,-0.039588017094719014,0.014035630849692544,0.06811473144147992,0.01325330147031786,-0.006375663139116306,-0.008099735792066062,-0.0017181620571571899,0.005544071538876209,-0.006735228927692492,0.005168246233727054,0.07258631209717588,-0.005153168647931894,0.0034513912153208816,0.05149556658806688,0.008174186133294051,0.0015545140337683283,0.0009251283226506027
HDC,-0.0039356939438706705,0.03670404822854205,0.005306022735595984,-0.0015039413164799201,-0.0232731014393748,0.018291821474498846,0.07177213936329468,0.0050557557179856105,0.003415259877791767,0.007549222926448753,0.0049144210738169,0.01812560553222058,0.02540475601519366,0.0005030994378972223,0.0057335850114076286,0.0710714701772636,0.00408696409000612,-0.004927634612409241,-0.00906768289734077,0.0006811221232205507,0.0038271408930971094,-0.004399604557518738,0.022467352955334183,0.09984382521608096,0.0011234344829426125,0.000859657132963948,0.0016051011798846064,0.004392551497070612,-0.0001993138748142268,0.0008156184889701458
EMID1,0.00192504190428721,0.026987162938191256,0.008066688246389085,-0.006939120588317106,-0.016172174465695896,0.013249471418213863,0.07876968811227615,0.0028045475759189754,0.0008299574728714347,0.008104106068991992,0.002526150391450089,-0.007982861426993278,0.0001631183508459852,0.0023524273485602968,0.009331409686049572,0.10184444360936322,0.00834622026346937,-0.0014293345107235966,-0.008849584226222399,-0.0022370111011207235,0.007015636289474026,-0.00780009634170631,0.01674896747890454,0.07225392056661399,-0.004413080600482617,-0.004562440651660508,-0.0011301973053942436,0.0032162074733912203,0.0005715485483766006,0.0031977925885145597
SLC40A1,0.009683455413510197,0.030738679109788856,0.003835321779742212,-0.014447694634257605,-0.012226552268809464,0.01862210602763556,0.0859818819936581,0.021351210398505772,0.007965484772303216,0.01854604671800472,0.011993678284554199,-0.004348665249929412,0.0017437174894285488,0.006722294690103305,0.003915419068985043,0.11110280977228054,0.01406986746475138,-0.0032538663505526206,-0.009296173776084101,0.0008901287803918666,0.00028734925561902226,-0.008712004467356049,0.013430600501955242,0.07304159901838629,-0.0025381834320272116,0.0016512612506464435,-0.005705958931045981,0.01126963663616844,0.004260272475020519,0.0008281868433617774
PRSS57,0.002609586979974934,0.052787010840421374,0.011447598412719561,-0.007336619026743562,-0.03292348201757097,0.020370044118916592,0.11771998519404027,0.005786797424146091,0.002979194860193581,0.02277192220725344,0.003947619396478137,0.021134403533017036,0.020797867588331548,3.595026497488983e-05,0.012530975965695003,0.14949508602254244,0.011239455777482263,-0.005080141919294648,-0.009855493466632647,-0.0028203308447547005,0.0025404565528876757,-0.0032075564087596163,0.01999969982047255,0.10459182264041128,-0.00349913873512228,-0.0009628325956221443,-0.0016014653945339568,0.003075810887700689,0.0007130017683562895,0.004009284694961204
TPSAB1,-0.0024377907548230795,0.045076654738058206,0.004956536198864055,-0.0029492738229627527,-0.02917738219278526,0.022430373871103908,0.09697867933017622,0.00736835266579149,0.006169459122818939,0.025821033622316587,0.003458485503351651,0.02168122411897025,0.019917298345834767,0.0027054640722529314,0.003888848245858516,0.1619353249872665,0.00672629868726648,-0.0029345142549253712,-0.013383646921915227,0.0032497574487672935,0.007549181121631297,-0.007902942476574339,0.032889515326685985,0.10808019578224806,-0.00023635609085889182,-0.004357733864841621,0.00038145805909921526,0.00226668359404195,-0.0013726866833562626,0.0026355231755538265
GATA2,-0.008461725007378287,0.04615808086988089,0.0013927435754003974,0.0020733688022003985,-0.03069463048322496,0.021507460571857394,0.06912106579362082,0.001199293219943527,0.0035017921419382893,0.03566244965303209,-0.006033339204886903,0.045001229418904276,0.029091929176224135,0.005479108998670616,-0.005177800936295154,0.1488269901756976,0.0015582863061992323,0.004957545542303449,-0.006129623167480283,0.004771123897958046,0.0067289908190429305,-0.0038353730250373108,0.03321719982510799,0.07644469317776525,0.0028932936827883804,-0.005921044954186656,0.03613900669123683,-0.0004005120642966435,-0.002719028838099818,0.003618526768679538
GZMB,0.013221070106130136,0.05767726613908909,0.09941844453850782,0.027954396127855257,-0.06090757096479129,-0.007205194873149002,-0.008618172331890986,-0.06169849312394499,-0.007433146156130748,0.014592119752673778,-0.009262866065596018,0.0067525688110148,0.02797057440078932,0.0012944975144282447,0.030633548080121926,0.0019113864709118444,0.025394103914954013,0.007297816056784406,0.10411997086446723,-0.005420429329367155,-0.009796910497060113,-0.0035768804221494436,0.013607316643270763,-0.02583467594304245,-0.0011445575585063033,0.0008996528330165187,0.07780146682370113,0.012754306307412836,0.005108609972953188,0.0027575647778662676
LAG3,-0.0009482963733978047,0.054306734468191356,0.06402742203865146,0.008773784091203538,-0.04479776020372221,-0.007242800854088046,0.013548834361474998,-0.02556843325369079,0.0047680035507196294,0.014083246170625965,-0.018603782264024676,0.01257766472590851,0.021261862894882674,0.010854477347444835,0.021890342219693625,-0.002635422802754223,0.006373294182284075,0.016562730890801403,0.09568096714953103,0.0024200675947689486,-0.0025033482047549876,-0.016441311587843323,-0.011043678444373173,-0.027116475833157693,-0.005803174743191784,-0.0024021066465128448,0.0709686279598104,0.005737826993999565,0.0037604181750742253,0.004390476155034335
SH2D2A,-0.004909897114581823,0.04808933357523463,0.07879421781890446,0.015775061155948213,-0.05247192493014363,-0.000621759442329558,0.006297059155740586,-0.00470771380979154,0.012270266984548424,0.009216390940760223,-0.011116404087157146,-0.002191130342853627,0.018896810427798245,0.01503782098705741,0.01821525345769061,0.007686666852540013,0.0018145180032332392,0.015021409917180905,0.10377289877249737,-0.0023620811017457098,-0.006262775101710805,-0.006595419495372856,-0.0046821136950556,-0.018614624101704703,-0.008636863381780381,-0.003303479962004331,0.03789395718879041,0.006443990348842689,0.00515576044250959,0.005020961443980141
IL32,-0.011213947613877681,0.047489447098054194,0.09215103806547874,0.015491317718623152,-0.060698969976821456,0.007375125077331419,0.013367182898456748,0.02844491601789344,0.011920728241472079,0.006094319813744836,-0.021815217246308437,0.0222913194978079,0.026584559062396852,0.002892984008909009,0.024219575756613505,0.007426561392252673,-0.0006146895456866625,0.023343897587308524,0.07473455166337933,0.0019044840325181504,-0.00944681387633695,-0.005869899875499312,-0.0022079081031630594,-0.011447117824091378,-0.0048281405476028015,-0.0005143750778785893,0.0427082506603309,0.0016647073151063515,0.005722831233589712,0.011576506735622341
LTA,-0.01472569752138051,0.05031804561409626,0.022976770243745337,-0.0073632656172062765,-0.03597190653755319,-0.004622459954391836,0.041206309943117,0.0025964948007988074,-0.009989544533712405,0.009881449595793018,-0.008006110295544109,0.014625595862187347,0.029888989717127064,0.011688837125482692,0.007506248832609877,-0.007080082914157857,-0.005416967896764548,0.010574449198061489,0.15169603564459275,-0.0014453903579331859,-0.010536158849395303,-0.02483805788539776,-0.010815893530444135,-0.029540600342398127,-0.0012007904396557879,-0.008603298645202144,0.04754699864641613,-0.002875731205040498,3.579545627274359e-05,0.003998989673730584
IL2RA,-0.00865941960989075,0.06992729927367251,0.02507905374451849,-0.0171177397717688,-0.03891038591949683,-0.012506585428657463,0.05424654831548962,-0.0035539834915225966,-0.012814562634159574,0.030172349734729993,-0.026110948346143092,0.023871206010454837,0.0319638354779341,0.009790936749854564,0.011920763914145526,-0.005827471458871977,0.001925130035041136,0.02080665226684395,0.16159695243960492,-0.0008502736628371863,-0.0021188584153683733,-0.025960941549466245,-0.015351975165140481,-0.020187376984798926,-0.0018485224228799292,-0.008805867375317838,0.07487778837876558,-0.0010468621493183877,9.374065086257694e-05,-3.1842183730920314e-05
ZBED2,-0.0005928079435080951,0.017868072042920572,0.008714038225106052,-0.0007421501748116616,-0.001748196723378788,-0.011260806399268198,-0.020781285169740753,-0.009724532316055775,-0.006949645333088291,0.034069411757731385,-0.02255457963032297,-0.013542185435796456,-0.01672228315414741,0.006921983283835096,0.002627377725618866,0.006519334154419967,0.0004669704698533769,0.012363148812378317,0.09374591844387449,0.0014869964727798805,0.000777035761585227,-0.018781241052059635,-0.004819862250486154,-0.019031715868104582,-0.0009599894500176459,-0.0023500703671205173,0.058662422726235564,-0.0033839921399753496,0.00015291026522998167,0.0012199754827477308
GINS2,0.0022814837202011816,-0.03566494438275415,0.0011638386385081263,0.02203102000558075,0.016218834774089606,-0.002097836685128086,-0.08191571226388722,-0.009460412624409713,0.007304800022401332,0.042996859385087086,-0.01869426668366256,-0.059460962074492446,-0.05751116210508589,0.0014770266505264638,0.0011395404169173868,0.09327053247237983,-3.658985438664671e-05,0.01223268906163768,0.10911353951927329,-0.002652698622449529,-0.01437965277792267,-0.012795573107932463,0.019462181567657798,-0.021105177718166692,0.03474599111738271,-0.012075677682639173,-0.019054786066496167,-0.0011857054413326091,0.0009239776053363814,0.0019167628640923702
CLSPN,-0.0019966940794273716,-0.02159355531509774,-0.00410706220068467,0.00754421937290717,0.017821270912246834,-0.008615575566787673,-0.06657343218699643,-0.005648581622533055,-0.002486972537051946,0.04312202476564086,-0.027919935001663822,-0.042490636521236726,-0.028708060363757264,0.007463858364715555,-0.02187940961928383,0.04321836210094725,-0.0024666519480993883,0.01783368322900907,0.06170379849195611,-0.0030479591110759074,0.039032853898438157,0.0020715688430555756,0.023288599868946373,0.017771423062202345,0.003023286058539045,-0.01030177211606603,0.000682016854988777,0.03928294958793242,0.00253106246596938,0.004791095390644792
HELLS,0.003984761761077572,-0.012342877707837574,0.003906708759465342,0.015445598130373363,0.004500102659851308,-0.0018581607214854454,-0.05272709054939428,-0.003671495768856215,0.0016794575693493956,0.047236429790905074,-0.03659407302155903,-0.029473115502496424,-0.032066255046775086,-0.020319304625668434,0.0056067513821952885,0.07704905749053693,-0.0020870888872594456,0.01748122483809838,0.07146366194757842,0.0022039981732139297,-0.005795752289054049,-0.014240124708089648,0.04956168322458595,0.0065795620769121465,0.0027409382286456554,-0.009959345521937734,0.01905882193002709,-0.0014955824577802875,0.0023855672400987294,0.0018891859497065459
MAD2L1,-0.009707800902595683,0.006942247214903869,0.01345212515970754,0.011179440461445773,-0.014803234362228357,0.0021463796179821263,-0.015471148555312536,0.010495637763152807,0.006836560446374749,0.028845658731983196,-0.009112910564884547,-0.02229127245905757,-0.003795079248301998,0.003531971210931151,0.007284093306167825,0.07294076274291378,-0.0008060945302984598,0.006802791789689435,0.07841984392327433,-0.0026895132460418897,-0.010467226475734417,-0.010559988464151269,0.025921471942647746,0.02323953863097063,4.8698216367768646e-05,-0.005691705977818422,-0.008850422353579836,0.04514200621140246,0.00020367053372335984,9.970498224227698e-05
CCDC34,0.0077450897641604685,-0.020213341186372018,0.011688378704948986,0.015341348480156376,0.014636491249227727,-0.0033718824090678665,-0.040243264049890065,0.005383078482337172,0.014654606841806512,0.00873541384561571,-0.001794416144669659,-0.04767757293490173,-0.02663715445261588,0.004569586909792999,-0.00674074408072704,0.03531320194479152,0.007396730976728176,0.00048609985399999386,0.022804094385660598,-0.020279016193804643,0.00010772913382443199,-0.0003008863375339075,0.05237490479804742,0.03217304400154409,0.0010679746827109396,0.041629583626627456,0.03267068562367273,0.03708421590580934,0.0002896286656211221,0.0019631453232553894
HIST1H2AM,0.0010501360846387154,-0.007440648720151328,0.004143437204977561,-0.00234601554315087,-0.0005764084476785948,-0.004493919385779273,-0.03150981251454421,0.0010579469324317713,-0.002362061517071445,0.026688439415138866,-0.0058180538967250025,-0.02388099582972752,-0.009262092068845942,0.000336589391124342,0.0040560287329028475,0.02403216650865228,-0.0017513825585086299,0.004537950119430733,0.019758012322140063,0.0008459396816922826,0.0022410215013630615,-0.00290686485301534,0.0755406047124587,0.04040643094532101,-0.006396959552820853,0.002566177495295383,-0.008451808882350788,0.008985786535641667,0.006741624979346063,-0.00033525655278676393
CCNA2,-0.010753148288791353,0.006346936592639607,0.0024515153180173217,0.005542484053508108,-0.005139911489915898,-0.00031998252549347866,-0.024142077625543993,0.005596090216444756,0.0042292958071203385,0.03888515472457524,-0.009663426126801225,-0.0381853374771494,-0.0018783228180837745,0.007658313605998378,-0.0017133584858404546,0.05870614323173838,0.0013317636601785125,0.008138058971886018,0.045385046272281834,0.00327208073691444,0.0009393895891699434,-0.01009252388096674,0.04311537065885994,0.09262041531190175,0.0014148167335036519,-0.004448948470521806,-0.004139373596165297,0.07533942632527033,0.0006062374131670092,0.001237114487561513
