,Cmp. 1,Cmp. 2,Cmp. 3,Cmp. 4,Cmp. 5,Cmp. 6,Cmp. 7,Cmp. 8,Cmp. 9,Cmp. 10,Cmp. 11,Cmp. 12,Cmp. 13,Cmp. 14,Cmp. 15,Cmp. 16,Cmp. 17,Cmp. 18,Cmp. 19,Cmp. 20,Cmp. 21,Cmp. 22,Cmp. 23,Cmp. 24,Cmp. 25
BIRC5,0.016825199080513522,0.010062487353945054,-0.005153556405100104,0.002600898548117008,0.0036795861532954496,-0.005684625504871862,-0.0006402105528749489,0.008175788525690543,-0.006724408014992515,-0.0021698395151608396,-0.0945597859869246,-0.008610428881357662,0.03582999703798103,-0.005384116337404798,-0.00036031535487512196,0.10913944737778826,0.15327769376275527,-0.0017889827663559144,-0.00612845795977817,0.017452650742462262,0.00830747843317156,0.017163518973597525,-0.0016485050029322265,0.07791912546707284,0.0016482885225291436
TOP2A,0.015359838136890604,0.011283445866372921,-0.006910411830854287,0.003246829620311513,0.0060013965277647425,-0.001461158431447128,0.003972303005341535,0.007172153440874347,-0.01013984780181559,-0.009574466226719508,-0.09539753794466525,-0.007218610451814717,0.059657971401952406,-0.00389097721702449,-0.0018900034805134516,0.08254494408086499,0.14969278101869882,-0.00029076369250511557,-0.008072937600334156,0.00486407475919512,0.01414251196843737,0.00785835911729398,-0.0005365508908739651,0.05667202680213135,0.0022204388437026615
CENPF,0.02336081532072919,0.01781958574482043,-0.013703020471548102,0.008708633973565298,-0.008149719456960951,-0.006057973490751581,0.002967218234831713,0.006552364112899024,-0.002515605029301561,0.00411384098185974,-0.08474871373199361,-0.006467937251280719,0.04219294202972692,-0.0039729238020901865,0.007015696521377744,0.06345350888135365,0.14355857108083903,0.00708079380276354,-0.006689655310173452,0.018022148051026747,0.006869237877616182,0.010493808349610757,0.00454521681292943,0.07294344160565532,0.0012405612468725468
ASPM,0.014684896509613776,0.009072500074314297,-0.0046361479670739055,0.0033311286080253575,-0.002081901678404496,-0.0017127068410845423,0.004582795061056583,0.007597694085216425,-0.009726838751542476,-0.0005013813125848799,-0.08210944447587797,-0.00834251916516492,0.02715315089006635,-0.004853205663867674,-0.0004215845981166472,0.05534742125180421,0.16944490368406345,-0.0019405869096164531,-0.0036625615559062762,0.008217504000970094,0.009556716966836045,0.011389001614946857,0.00045624105399894965,0.07195373506954916,0.0020359997086452186
MKI67,0.009676230342632236,0.004789196991672044,-0.00628156263439611,0.0009397102238035353,-0.006168247071252072,0.007172575877001548,0.008739525878621729,-0.0010151686414913027,-0.011564033032316949,-0.010411599313778467,-0.1037842808713406,-0.012411997838022997,0.09188103508270347,-0.002671084731675675,-0.005592163485310801,0.05657121744451384,0.12483610502637632,0.0036109690373952335,-0.001727762863758512,0.011379748426654929,0.01460101918236366,0.008560909174560354,0.004746709881676359,0.0536458653817935,0.0055326414337638205
KIF11,0.008460971344596988,0.009619367347271224,-0.008890709431095545,0.005434374709932117,-0.003027755875145619,0.0077785686430268865,0.011417451272893685,0.004096886214998474,-0.00805884728849198,-0.0017552880652547923,-0.07518883309564439,-0.005821230072100123,0.05493397106462072,0.00023207267601424434,3.0361345441744297e-07,0.046436981831520056,0.10401709955537579,0.0024906485126526866,-0.004051004178330689,0.013097466147691009,0.00730754465470342,0.005030021856654671,0.0007072500918545126,0.061979697825745424,-0.001030835575639165
CCNA2,0.014807072367499759,0.0014864512362570438,-0.0058872321798227505,-0.0015332022773442496,-0.008377062388368137,0.00126484489024361,0.0019216953876337742,0.006474720583150499,0.020921890377400425,0.0006112237700194484,-0.0608034724131443,-0.006427170059086463,0.04325744964405197,-0.006575994154475286,0.001655078933359559,0.060951766915543465,0.08792280765705848,-0.001812853033018519,-0.004850583956919226,0.03432798366070367,0.01692519093573554,0.015504409117572376,0.0005867127517190598,0.07192977460590282,0.0020246203599451843
CDCA8,0.014612002954028553,0.0028415476486018136,-0.006351208339846008,0.0030746616632021154,-0.004933459378122572,-4.8309761644841984e-05,0.00042225408056518826,-0.002879945239146603,-0.0001168254719685847,-0.001299878857916213,-0.06005224947754652,-0.006400605310636297,0.027522116683201644,0.0029290184445400244,-0.001194270061702376,0.04628471410795065,0.09089915770134657,-0.003972037516916093,-0.006432230989729506,0.014740413168497467,0.004571841283017499,0.01771196820230951,0.0016615629328730315,0.07761050713644095,-0.0008941849125338961
CDCA3,0.010496973491086088,0.0023898920674657745,-0.002607988665196596,0.0012323462612494397,-0.004908629168598913,-0.0042500420545753745,-0.004531091762621808,0.003108172926634076,0.006695292214513948,-0.009708523240011717,-0.049681922577570425,-0.005439350122809329,0.0066649666623958955,-0.003932305675050943,-0.001379771461918141,0.059217685091443206,0.09958148241312173,-0.0026991116908517067,-0.0006664595584249066,0.013903646522462378,0.005580942461878688,0.013681039934401942,-0.00042800912229798335,0.06743116457368446,-0.000679784328065076
GTSE1,0.013304478967615583,0.003541444532946499,-0.005063458096610368,0.0026801751381408845,-0.006740548631226367,0.00034928848525701036,0.0045606949318269955,0.007572964212867657,0.007322789658988306,-0.0024541213527187245,-0.06037609104130038,-0.008584223646774875,0.025233700385379407,-0.001773990244221989,0.0011850669340469442,0.04147537556178883,0.13142609722095638,-0.0012312415295431917,-0.005770286922960141,0.024971575451907733,0.013802619965331334,0.014232357587277977,-0.00030821058576191673,0.07960569890806238,0.0006755378016884394
STMN1,0.003000374927808502,0.009035122815257798,-0.018604447588951998,0.007628401856895541,0.011137993819026587,0.0033956918146155323,0.0012735429126634634,-0.011086641067461125,-0.020750809575379437,-0.049171580750880337,-0.08443574432770776,-0.0038913333122539257,0.04353299704267911,-0.0010060091623437194,0.006368746784863527,0.12962942306350905,0.07893145441576932,0.0007101176678471296,-0.0048652705407124745,0.021870029907701198,0.00675370761551728,-0.003817355964154621,0.0025206773308044895,0.008996623156309117,-0.00023983834654331475
RRM2,0.017660664197789028,0.00726854715245284,-0.0068585804746212125,0.00021092076469112918,0.0026802800646624834,0.005260795894764273,0.008112165380828564,0.0017918398772128917,-0.00970046299631834,-0.0004829569451806625,-0.10219690532992433,-0.011080907631604435,0.13311404087705306,0.0010599034842117977,0.0025980262681983067,0.09486652467872343,0.0269381125857035,-5.3800270381998664e-05,-0.00533562890904405,0.014028554764453674,0.007945038781621524,0.015444863545905487,-0.0009757496983061172,0.06709849167315066,0.002443560515745049
TK1,0.012109893042121832,0.010356071024377352,-0.002548308013170585,0.0023429578016392646,0.006396168108381752,0.009737093022573287,0.004731691799156001,-0.009629422299607573,-0.011665436408873561,-0.0006456126478400604,-0.09265622593574618,-0.0027830747420804435,0.10338633227567551,0.0024425766111342393,0.007776491801451085,0.1025038802394981,0.025495864712097645,-0.0017055288454737646,-0.007191298081564379,0.010749142916429257,0.001649437520006401,0.010409032498272486,-0.0010597285303008796,0.04039995007292786,0.0008802249890669925
MND1,0.008808592472118891,0.0015446411625822372,-0.01005667686530287,-0.001991303524761959,-0.0037107067167128404,0.0024362917985832943,0.0037826935107211873,0.0024252665572271747,0.008047075435890658,-0.0015626189274151442,-0.0764627894546275,-0.00727960312749631,0.08350603611398119,9.731026985006783e-05,0.0012860539744249707,0.06806430993717395,0.0459335422934576,0.002350195008289616,-0.004329573223088319,0.04648547215387088,0.012501512063522015,0.01326397085941447,-0.0020516364511467882,0.06454266400421352,0.0015249085589090778
CENPM,0.016435507506646463,0.004234705125712966,-0.014323091257996278,0.003484228119463813,-0.0005570559501283362,0.01047840132647903,0.011188226195843034,0.006213926495773006,-0.0005603319246502074,0.002050086567505141,-0.07239439042575312,-0.0065239038311868626,0.08499866643550733,0.0037441615207135836,0.004019024577603221,0.054849329123340174,0.042760337474566854,0.002811270783858142,-0.001910234577501095,0.05195963090036562,0.01477285024330692,0.0064599966632326285,0.00017497325857712185,0.0488917012288149,0.0013185444041549877
ASF1B,0.009886096722227112,0.012246061386956232,-0.005872631706989163,-0.002718037432871375,-0.008364303233721723,0.0016551294532072616,-0.0034168487021822035,0.0022093025170860934,-0.007092999537086145,-0.00022156760512368878,-0.06583595740959805,0.004300949663294567,0.10128142446628312,-0.002281096125778853,-0.0007030747829739188,0.03429446465820984,0.017050619913000678,0.008475691198054594,0.009202449125432638,0.009719723700989289,0.003981386383629595,0.004323248894402323,0.0025349158322076786,0.04052589130202901,0.00598855367974054
TCF19,0.005150376780329461,0.010341020070383804,-0.00638249529280259,-0.003993389654688415,-0.003193884476901941,-0.006850408381501102,0.0005500725943117441,-0.00012368037778052193,-0.017206896976743668,-0.00944311714744037,-0.06688312810533695,0.00027071474547474234,0.08924546168807726,0.00793832969095716,0.004952119649867585,0.04576613538138404,0.012752146528276026,0.005425066675581639,0.0007757719000012377,0.014162003520196028,0.0018595530853766282,-0.000799017034727609,0.0005056388219293997,0.00485667766598461,0.002277001414549853
FAM111B,0.0048744301153227625,0.001730971600519407,-0.002353705645461978,-0.0027163812604572707,1.0369609941115419e-05,0.002233728294695504,0.0012935697989278328,0.002091397509411062,-0.014604431100952681,-0.0010637586363940305,-0.05862465933406083,-0.0019459117831942324,0.08382746821737333,-0.002869896110209138,0.002396675122212156,0.05492693074548433,0.002107793121206046,0.0035545898046103986,-0.0012214610986187432,0.01924025873739955,0.013181330056977978,0.0023208739633486636,-0.0008280793868684862,0.0035671141294300454,0.001971767006142714
CDCA7,0.007823514878751037,0.008230849442670364,-0.005874799499801487,-0.0028404157158269674,0.005884361923484416,-0.0038914279434754877,0.002571050216990057,0.005199411014923937,-0.020776742605101498,-0.0009023983881571339,-0.053442288221320015,3.0984201908238386e-05,0.08248909626130373,0.007206072808753518,0.003033112077961605,0.05031283491828569,-0.01792737416140677,0.00022668331964408338,-0.0008568967112611346,0.01752939572406079,0.00921983373746238,0.002616737484947672,-0.0010268303895949163,-0.0025024865029292915,0.0037675776005198537
CDT1,0.01710764575374313,0.005925201323116944,-0.0006825801549733911,-0.005316610479308942,0.009580921748386054,-0.0038376436640870848,-0.0030320653140772096,0.005209207072121696,0.0011168330256971042,-0.010853510462666893,-0.06810210170952324,-0.0003684271908220588,0.07540204162060636,0.0060396056971356435,0.004738440005433224,0.09752324126623378,0.010752680239813598,-0.0027950211260177843,0.00525537250946386,0.053028717566476195,0.009164458572229434,-0.0009627279247117618,-0.0014992301988042468,0.005481031566195793,0.00270128089689824
KIF2C,0.0050989687416805535,0.00897741140062373,-0.007332917684613025,0.0030548241979708227,0.005618896109336418,-0.0023867730223075525,-0.0011049369578440787,0.0031512115156800626,-0.006900977127635732,-0.0029319203761229476,-0.07252167136882823,0.0015242847025310768,0.0509582661712394,0.002563261754035749,-0.00020488699800570853,0.0818555909244637,0.0468684387431454,-0.0016731831693499188,-0.0009557464454673921,0.013104008480446924,0.005202046169867438,-0.0012184054310782956,-0.00020783586009507938,0.011539279322296746,0.0018655202387038157
CLSPN,0.018232817335599893,0.00174516807973713,-0.000698650243116608,-0.010327740223100844,-0.0049584701740477185,-0.005210015213640273,-0.002417518750152286,0.006136080955582529,0.013062693361034968,-0.0007020326270153941,-0.04819999177999232,1.2247882594941142e-05,0.09269010305796835,0.010221047970146231,0.0010897051408928274,0.027879296671493196,0.005095808280632665,-0.004614892995288997,-0.001811109762981237,0.04173249714466552,0.05068018541263917,0.012048348896734604,0.001803225533193347,0.03899313191897003,0.006094248250797867
GINS2,0.015620972588222523,0.0057503441130559215,-0.0008809246501141618,-0.0007153749738925318,-0.0005229649111380755,-0.0017672796584445069,-0.0009534187674597732,0.007638205061885151,0.009928079744205768,-0.0035868135954288454,-0.0639390959108652,-0.0009020584690971761,0.10130349746973558,0.005491250415406276,0.003578853894984178,0.07482777896175866,-0.028723695642855537,-0.00146046288187191,-0.0015876323739128465,0.09783150146690411,0.01955363908752669,0.033987944555353464,-0.0033964552719569457,0.0001292035509604256,0.0031636960123122672
NDRG2,0.01454926744708256,0.020835070464460405,0.020407680161939883,-0.09821757047100113,0.016967544836467622,0.022030736179066684,-0.007956332516271558,0.009534086927207119,0.0004460222631761084,-0.013906178598631504,-0.0009192303222751377,0.03437796500221871,0.0075382871988864805,-0.028163869366923864,-0.013837544375769593,-0.002272681994576359,-0.002559196857002282,0.0022466918365152085,-0.008347308886124057,-0.0024140352024486387,0.00966063190414429,-0.020154663608314614,0.0016766772758363472,-0.004758270124644001,0.03183191738918145
CPNE6,0.0034795326468721726,-0.046711892922594506,0.0034717813139034455,-0.04365413323577274,0.049139464670474566,0.1435964227255253,0.06205828148757987,-0.016447790953294076,0.001583765277705431,-0.008132299867263337,0.0023527067566039505,-0.032607793378822934,0.0037845220638677833,-0.04590090127476903,-0.017292572470488335,-0.006035800387432861,-0.001388717855260009,0.039353974706008404,-0.044429626613567676,-0.0051666034755473746,0.01754930170962423,-0.015341705887797307,0.0028842324229432365,0.013020829529912967,0.007466854395364862
CRABP2,0.0040758372076451325,-0.06810895714772254,0.0017578242408007906,0.009527824056065252,0.03285169816868139,0.11413465373862046,0.023260378074296657,0.0010880225454015068,0.010388316285415766,-0.003885421862962608,0.005676673807853785,-0.04442325262089042,-0.005038864658570857,-0.03678649428763124,-0.022504116215826386,-0.007257466178345236,0.004471563673672575,0.035933663847777596,0.010627770449214813,0.00010120005324784569,0.004315160331069321,-0.0027606771489420232,0.014696247187266791,0.016001194035088918,0.017114339318286938
