"","PC1"
"Parp14",0.043172108770262
"Sectm1a",0.0428955465984415
"Nlrc5",0.0428904822950783
"Ms4a6c",0.0425202210771022
"Mmp25",0.0425091833362412
"Scimp",0.0424256879605414
"Parp12",0.0423628515034224
"Casp4",0.0423476361393369
"Cnn3",0.0423025040733938
"Oas2",0.0421919589456786
"Cp",0.0421628472419516
"Sp140",0.0420521392187869
"Socs3",0.0420392489057153
"Il15",0.0420076724017118
"Ch25h",0.041962801877059
"Ptgs2",0.0418522233468282
"Mxd1",0.0417717563114258
"Nod1",0.04166524536909
"Gm5431",0.0416317441539261
"Lhx2",0.0413935115172493
"Il10",0.0413682903336423
"Traf1",0.0413532702514893
"Fcgr4",0.0413165432927338
"Dhx58",0.0412620732793868
"Ms4a6b",0.0411408457648386
"Ifi35",0.0411116788867214
"H2-T22",0.0410336503303239
"Arid5a",0.0410250007133556
"Parp10",0.0410219558289013
"H2-Q7",0.0409157150104756
"Sp110",0.0407023979155597
"Mtus1",0.0406661553596439
"Mmp13",0.0405229940787286
"Dtx3l",0.0403218991811478
"Stat1",0.0403115254311181
"Phf11c",0.0401971068472302
"Mlkl",0.0401888022383301
"Aldh1b1",0.0401799536665042
"Cst7",0.0401182936657728
"Ifit1bl2",0.0400302244768936
"Mthfr",0.0398268161716093
"Oas1a",0.0396071201569206
"I830077J02Rik",0.0395316777377229
"Tor3a",0.0395105636579951
"Treml2",0.0394693315260553
"Pla2g16",0.0391596997074614
"Parp9",0.0391014837731439
"Lgals9",0.0390757399498487
"Samd9l",0.0390262252522332
"Irf1",0.0389786974360982
"Apol9a",0.0388354557637239
"Nupr1",0.0388341372947029
"Ctsc",0.0386886541859805
"Glipr2",0.038385953168738
"Ass1",0.0382829474099354
"1600014C10Rik",0.0382633656403991
"Clec4e",0.0380483867922803
"Mmp14",0.0379738694425038
"Themis2",0.0379737319995211
"Sp100",0.037921192251954
"Parp11",0.037806812475385
"Fpr2",0.0376495023056493
"Abtb2",0.0375446602658636
"Il13ra1",0.0374685929786876
"Ms4a6d",0.0374482749919919
"Acsl1",0.0374432370774175
"Flt1",0.0373244787651403
"Slc2a6",0.0372079055185692
"Dnase1l3",0.0371474434555298
"Znfx1",0.0369833625045983
"Heatr9",0.0369769113134058
"Slamf7",0.0368502765016009
"Nmi",0.036845575404064
"Samhd1",0.0367995581021858
"Setdb2",0.0367209606793011
"Lpar1",0.0367048567572692
"Bcl2a1d",0.0366380862263401
"Gadd45g",0.0365923563267176
"Gm6904",0.0365899379465614
"Gm4841",0.0362907482980601
"Trim21",0.0362871835723756
"Rgl1",0.0361176744689524
"Igsf9",0.0360830833123156
"Slc25a22",0.0359456563625352
"Uba7",0.0359151181464999
"P2ry14",0.0358404672010718
"Epsti1",0.0356957279319532
"Gca",0.0356122966814943
"Trafd1",0.0355098461380202
"Pnp2",0.0354549215932115
"Slfn2",0.0354515779536948
"Misp",0.035389077482426
"A530032D15Rik",0.0353334101578761
"Bst2",0.0352437657521624
"Stx11",0.0352075804316259
"Il6",0.0349218283462517
"Cd300lf",0.0348795490043764
"C130026I21Rik",0.0347510558386055
"Psmb9",0.0347330941094982
"Saa3",0.034613758925321
"Slamf9",0.0344982228471413
"Gbp8",0.0344900941360518
"Tent5c",0.0344122144752785
"Jak2",0.0343352867684871
"Xcr1",0.0342956357357825
"H2-Q4",0.0341579488219149
"Psmb10",0.0341318701783619
"Il1rn",0.0338957221808525
"Zup1",0.0338593517072631
"Pml",0.0338184828083065
"Eif2ak2",0.0337806410256518
"Atp10a",0.0337555042322532
"Gch1",0.0335331155519019
"Tapbpl",0.0334498651953092
"Rapgef2",0.0334009689518468
"Fabp3",0.0333650267162886
"Tlr9",0.0327733488252681
"Gadd45b",0.0326879778586945
"Selenow",0.0325474819210877
"Fbn1",0.0325141140412963
"Trim34a",0.0324957569224339
"Il18",0.0324015802028461
"Ddx4",0.0322568850417828
"Tmem67",0.0321709249829602
"Gm14569",0.0321588412385922
"H2-T23",0.0321219405028581
"Slamf8",0.0321016860379443
"Aoah",0.0320980886924039
"Ube2l6",0.0319866859170091
"Tnfsf15",0.0319620834064329
"Tap2",0.031724687827103
"Ccnd2",0.0317012742383896
"Tapbp",0.0316863920483638
"AW011738",0.0316615165929098
"Psme2",0.0316088117612091
"Hap1",0.0315484866507973
"Usb1",0.0315094046418309
"Nampt",0.0314796640156733
"Mov10",0.0313892559531699
"9930111J21Rik1",0.0313523953692117
"Ifitm3",0.0312431951585391
"Cflar",0.0311830203226879
"Rasgrp1",0.0311150745984908
"Psmb8",0.0311008341512948
"Icam1",0.031017413309957
"Psme2b",0.030865404797239
"Usp25",0.0304157497605952
"Nod2",0.0304073148677577
"Itpr1",0.0302357496030019
"Kcnab1",0.0302353257946772
"Pttg1",0.0302017170536914
"5-Mar",0.0301584191737484
"Rnf34",0.0301514671274673
"Csrnp1",0.0301155046804897
"9930111J21Rik2",0.0300966827245966
"A530064D06Rik",0.0298372965979345
"Bcl2a1a",0.0298370856334316
"Gbp2b",0.0298124617544671
"Xkr8",0.0297907216546818
"Il2ra",0.0297831128801195
"Hsh2d",0.0297532480758438
"Tpst1",0.0296733382546993
"Ddit3",0.0295797166017148
"Car13",0.029568117459289
"Nectin4",0.029495540531987
"Cfb",0.029492648203961
"Lacc1",0.0292872011115625
"Casp1",0.0292792035574512
"Gpr31b",0.0292105055825879
"Tspo",0.0291625629666075
"Adar",0.0290213138962368
"Csf1",0.0289703912640673
"Mitd1",0.0289664139083103
"Ogfr",0.0289636646612885
"Rnf19b",0.0289560992508018
"Spsb1",0.0289131543236911
"Cd38",0.0288890063713078
"Serpinb9",0.0288768316039915
"Ppm1k",0.0287498881716283
"Apobec3",0.0287348399111746
"Armcx6",0.0286803579241469
"Slfn3",0.028679549049022
"Tent5a",0.0286144404774212
"Slfn9",0.0285208196533889
"Arel1",0.0284812925637742
"Trp53i11",0.0284098543566481
"Tor1aip2",0.0283857938553543
"Peli1",0.0283230768657582
"Rnf135",0.0282198061581722
"Hmgn3",0.0282144328927112
"Wars",0.0280153623036268
"Sco1",0.0279913858373278
"Creb5",0.027970154287149
"Tagap",0.0279563259341523
"Prpf38a",0.0279550204210506
"Flt4",0.0278915475344173
"Asb13",0.0277870635010791
"Ifnb1",0.0277203075402511
"Kif5c",0.0277083087577039
"Fam3b",0.0276590585318093
"Ripk2",0.0276408122528396
"Fam241a",0.0276221508618039
"Tent4a",0.0275724713925059
"Tnfsf4",0.027345938951826
"Arhgef3",0.0273288511556025
"Trib3",0.0273078307566855
"Fas",0.0272623832284004
"H2-M2",0.0271952621610772
"Fndc3a",0.0271408200272717
"Lgals3bp",0.0271006790252158
"Cnp",0.0269376464438795
"Rnf114",0.0269111088075848
"Lrrc4",0.026877321782972
"Dck",0.0268189055979253
"Bcl9",0.0267862872835034
"Frmd4a",0.0267822319974614
"Pla2r1",0.0267646538858058
"Gbp10",0.0267422337048438
"Trim12a",0.0267037351620615
"Akap12",0.026589213639909
"Fbxw17",0.0264996620049238
"Rnf31",0.0264422665299482
"Tgm2",0.0263685187989944
"Marco",0.0263195284932905
"Abcb1a",0.0262821455795211
"Pim1",0.0262225350338438
"Clec9a",0.0262070260042029
"Tmem171",0.0261830597302765
"Slc31a2",0.0261827689974634
"Nfkbiz",0.0261631905804986
"Gpr84",0.0261488613400035
"Socs2",0.0260840646413489
"Ccl4",0.0260687838260746
"Dusp28",0.025955406822027
"Cd300e",0.0259243643870089
"Prkx",0.0259048011358238
"Trim12c",0.0258720911014783
"Ccdc25",0.0258569563776638
"Cd47",0.0258046723261727
"Tdrd7",0.0257684119393454
"Naa25",0.0257080527650334
"Slc30a1",0.025702445379275
"Carhsp1",0.0256572617269271
"Tnf",0.0256021947341051
"Slc4a11",0.0255929400905113
"Aif1",0.0255837924701431
"Abcg1",0.0254709834194142
"Parp3",0.025446705263683
"Aftph",0.0253819950600816
"Fcrl5",0.0253797705687886
"Hck",0.0253749283189379
"Hrh2",0.0252541504730548
"Mid1",0.0251745451783602
"N4bp1",0.0251684770438345
"Prr5l",0.0251276520810732
"Nfxl1",0.0251227444866761
"Etnk1",0.0250518201947877
"Il4ra",0.025038596833006
"Dennd6b",0.0250273351940589
"Oas1c",0.0250032219364283
"Soat2",0.0249384128516326
"Pcgf5",0.0249076356415753
"Mfsd7a",0.0248198105719912
"Edn1",0.0247826029588934
"Crybg1",0.0247561796093937
"Vcam1",0.0246536231737878
"Flrt3",0.0246286769836108
"Tarm1",0.0246068654931814
"Tmem229b",0.0245345410433195
"Adap2",0.024429935728529
"Lyn",0.0244085994920214
"Dnmt3c",0.0243335085452215
"Lrp4",0.0243233946601439
"Trim14",0.0242757650382433
"Vrk2",0.0242684364255107
"Pde7b",0.0241764486386721
"Pfkfb3",0.0241520886663304
"Bcl3",0.0241514254973126
"Ms4a14",0.024151305392802
"Tma16",0.0241082666704956
"Aim2",0.0240612298894261
"Mier3",0.0240295618811278
"Marcksl1",0.0240251963068071
"Csf3r",0.0240046770113577
"Perm1",0.0239940412793447
"Sertad3",0.0239934689218954
"Clcn1",0.0238983186484096
"Cxcl16",0.023844538942766
"Rubcnl",0.0237887891748792
"C4b",0.0237460736389616
"Parp8",0.0237194922863445
"Etv3",0.0237148809280047
"Ifi207",0.0235558522417753
"Zfp800",0.0235262510006539
"Mppe1",0.0234728493144288
"Kcnh4",0.0234100286491435
"Sgcb",0.0233130231604362
"Gtpbp2",0.0233099120621055
"Zeb1",0.0233040612016896
"Gnb4",0.0232992834598574
"Slc15a3",0.023282638372623
"Nfkbia",0.0231381904354765
"Tmcc3",0.0230765544092767
"Skil",0.0230338975082825
"Mafk",0.0229725138556704
"Plekhf2",0.0229310325782818
"Slc7a2",0.0228334226801333
"Lcp2",0.0227417252266917
"Gcnt2",0.0225542883434745
"Pgap2",0.0225186138161113
"B430306N03Rik",0.0224282624941561
"Rbm43",0.0224053834883576
"Eva1b",0.0222970423779213
"Dram1",0.0222587595696968
"Sh2d6",0.0222073363180179
"Axl",0.0221799369814708
"Kcnh7",0.0220930339645423
"Icosl",0.0219989180811888
"Dusp2",0.0219593139742646
"Rhou",0.0219142757176424
"Stk40",0.0218277082335117
"Nfkbie",0.0218206372014883
"Ssc5d",0.0218178472158596
"Fscn1",0.0217980151244628
"Hcar2",0.0217739939980238
"Xdh",0.0216283879001639
"Tnfrsf14",0.0215891028240056
"Tnfsf8",0.0215443438546523
"Tlr11",0.0215250434650499
"Neb",0.0214937578508376
"Tiparp",0.0214828644075453
"Ptges",0.0214668798550787
"Fbrsl1",0.0214510561921381
"Arl4a",0.0214466702257006
"Lcn2",0.0213390210725876
"Ccdc173",0.0213126213357657
"Plagl1",0.0212517357058888
"Tmem140",0.0212041815981594
"Itgb7",0.0211558044356777
"Nox1",0.0210869023250609
"Asap3",0.0210638711860792
"Dll1",0.0210383524296798
"Thbs1",0.0210325808738739
"Car2",0.0210203267655837
"Gpr33",0.0209661377949476
"Serpine1",0.0208966719046922
"Rilpl1",0.0208712263406752
"Cysltr2",0.0208154617348938
"Klra2",0.0206253418146308
"Shisa3",0.0205592309487686
"Phlpp1",0.0205523558501794
"Uaca",0.0205113302827226
"Gm6377",0.0204701496619585
"Rab20",0.02045696621933
"Slc13a3",0.0203938923057354
"Mill2",0.0203234309224925
"Map3k8",0.0202712328584553
"Cd180",0.0202064676089658
"Cybb",0.0201967259732077
"Glrp1",0.0201797488448296
"Mllt3",0.020144468153518
"Birc3",0.0201402606855185
"Spta1",0.0200966183422456
"Mefv",0.020023355236629
"Jdp2",0.0199883210740316
"Slc7a8",0.0199530215539651
"Zmynd15",0.0194054967381953
"Siglec1",0.019402766294704
"Slc29a3",0.0193136036910812
"Gypc",0.0192552896335527
"Sell",0.0190707103623003
"Cited2",0.0190533994095027
"Chst15",0.0190477397517078
"Fam49a",0.0190189114297216
"Kpna3",0.0189988620347585
"Csrp1",0.0189393833898143
"Sod2",0.0189363151297601
"Gsap",0.0189245110620197
"Ccl7",0.0187166360025317
"Zyx",0.0186565452259274
"1-Mar",0.0186483995165398
"Bst1",0.0186070118062113
"Ralgds",0.0185708692736061
"Casp3",0.0185670168866791
"Rasgef1b",0.0184843467375918
"Ppp1r15a",0.018413921477494
"Lst1",0.0183367469434654
"Fnbp1l",0.0182573962324218
"Rel",0.0182421605999435
"Mtmr14",0.0182299259720157
"Batf",0.0181945782596366
"Tnfaip3",0.0181834631783976
"Sh3bp4",0.0181812108257659
"Dst",0.018055708854482
"Src",0.0180125858785537
"Dmtn",0.0180062318431542
"Clec4a1",0.01797321271067
"Ccl22",0.0177038612385588
"Cd200r4",0.0176760739745279
"Gpd2",0.0176195639597836
"Prdx5",0.0175642652503985
"Plcxd2",0.0174972232675653
"Gprc5b",0.0174557146777584
"Fpr1",0.0174446543113405
"Dusp1",0.0174298132925346
"Nr1h3",0.0173555963384454
"Dusp10",0.0172423168220472
"Il1a",0.017225652090897
"Tgfbi",0.0170466230054897
"Rhov",0.0170119956836671
"Pla2g4a",0.0168423725281383
"Nfil3",0.0168050143332274
"Mycl",0.0167663076525072
"Inpp1",0.0167277769904856
"Pik3r5",0.0167026639103862
"Rbl1",0.01667149962002
"Dtx2",0.0165837675426241
"Rgcc",0.0165727449838413
"Gem",0.0164701771572065
"Otud1",0.0164363096122329
"Cebpb",0.0162973734196624
"Angpt1",0.0160901087764309
"Lox",0.0160611834967827
"Itgal",0.0159112348850032
"Cadps",0.0159066346679116
"Olfml3",0.0158401546148178
"Dgkh",0.0157297987468098
"Tenm4",0.0155851261750481
"Cd200",0.0154507391627711
"Il12b",0.0154483329541925
"Ifrd1",0.0154200434251264
"Pstpip2",0.0154125431597701
"Pmepa1",0.0153970535937921
"Bcl2a1b",0.0153764650236685
"Zfp811",0.0152367375238582
"Rtn2",0.0151952810619503
"Carmil1",0.0151916807464996
"Chst7",0.0150360684949871
"Tmem2",0.0149311578021463
"Pou2f2",0.0147912389221535
"Sowahc",0.0147410802302861
"Klf4",0.0146349441901731
"Lad1",0.0146003708993364
"Nfkb2",0.0139854698417189
"Cd244a",0.0139007148304186
"Plpp1",0.0138801943434486
"Arl5c",0.0138449371401995
"Vasp",0.0136858279506957
"Dcbld2",0.0136498810391421
"Met",0.0136017267915179
"Chac1",0.013328851892444
"Ehd1",0.0133242685019893
"Adora2a",0.013289022518644
"Wfdc17",0.0129585588779035
"Syt7",0.0128933521556936
"Tlr2",0.0127564423902851
"Sirpb1a",0.0125257696125855
"Gpr18",0.01252117752412
"Tnip1",0.0124722822950685
"Fam171b",0.0124641220363472
"Ms4a4a",0.0123947541270643
"Hspa1b",0.0117366317994897
"Hp",0.011712804253796
"Bmp1",0.0116087254054438
"Dusp16",0.0116040398120716
"Flnb",0.0115939088971333
"Lpcat2",0.0115845483042915
"Procr",0.0114466277946359
"Prrg4",0.0113004485574012
"Tmem176a",0.0112927521998795
"Il1b",0.0109644516894303
"Serpinb2",0.0109264709531822
"Adamts4",0.0105684988253833
"Siglece",0.0103601577830414
"Id3",0.0102598625941476
"Serp1",0.0102449041053057
"Lrrc25",0.0101231312796986
"Tnfrsf12a",0.00994416640854288
"Olr1",0.00989929930594942
"Tnip3",0.00987273244422613
"Map2",0.00985042690659054
"Tmeff1",0.00982483317990419
"Sesn3",0.00976456152402573
"Ifitm7",0.00971777414438117
"Clec4a3",0.0096762706414584
"Tmem86a",0.00960585422646623
"Tmem176b",0.00948951839884283
"Spic",0.00939722345108942
"Cdc42ep2",0.00930122915307078
"Pim2",0.00924545351642918
"Heg1",0.00920921033302539
"Cish",0.00906899097064273
"Snn",0.00905648898251283
"Ebi3",0.00899854489730012
"Zc3h12a",0.00888314885130475
"Fam83f",0.00866323338605707
"Sema4a",0.00861576070842051
"Tnfrsf1b",0.00856656708434197
"Dio2",0.00853068984906712
"Rab11fip1",0.00840829936929576
"Arhgap27",0.00840394433483865
"Flvcr2",0.00833984560793116
"Kitl",0.00833280188214604
"Chil3",0.00832403610410013
"Zc3h12c",0.00828538712946989
"F10",0.00810080116598505
"Sdc4",0.00796480462699068
"Nudt17",0.00792070443389372
"Csf3",0.00791415315849535
"Aebp1",0.00790412852801341
"Cxcl3",0.00785929170366241
"Tnfaip2",0.00776334485519841
"Srp54b",0.00769314435312522
"Nlrp3",0.00749953659863888
"Hpse",0.00749223973924103
"Pde4b",0.00746276143710585
"Ccl3",0.00739067324748136
"Dmpk",0.00727642845295807
"Orai2",0.00724583699586752
"Serpinb6b",0.00691029981959149
"Spata13",0.00678326914199858
"Raver2",0.00678221857328105
"Gpr85",0.00657602780434562
"Gpc1",0.00645551893394203
"Cd55",0.00632863171030588
"Ccl2",0.00621656751117918
"Nhs",0.00619185753399522
"Arhgap26",0.00617906205955538
"Rassf4",0.00612708885135154
"Arl4c",0.00602058820104321
"Itgb8",0.00574944120543305
"Itga9",0.005739628879302
"Psd",0.00573309179598807
"Ptprm",0.00532886692777021
"Smad6",0.00531789007572816
"S100a9",0.0052980052252909
"Ngp",0.00529258099316235
"Rtl5",0.00528746127317179
"Cd83",0.00493016041891586
"St7",0.00487030771150356
"Cdkn1c",0.00483738012245274
"Rgs1",0.00471606614152952
"Col1a1",0.00464711574146098
"H2-Ab1",0.00433598395457457
"Ust",0.00431503328027034
"Ppfia3",0.00425756939449285
"Alb",0.004225877786864
"Cav1",0.0041745996503507
"Sh3bp5",0.00413810249055763
"Lars2",0.00408725996943169
"Fzd1",0.00404729402420897
"Adora2b",0.00403670333487659
"Gm5150",0.00399174293340433
"Ciita",0.0039065545021486
"Ccnd1",0.00367106038007503
"Acp5",0.00366375619387973
"Rac2",0.00349920143142058
"Prdm1",0.00346122093200997
"Pilrb1",0.00342819333585551
"Fbxo32",0.00332764477605997
"H2-Aa",0.00313575487413394
"Fcgr2b",0.00286017930984114
"Cd74",0.00285625037798335
"Irak3",0.00279790894038958
"Noct",0.00269566951678044
"Sema4c",0.0026379649281235
"S100a8",0.002552432180246
"Cpd",0.00238075583271571
"Col1a2",0.00226003117557225
"Rnf144b",0.00225769274143769
"Bmp2",0.00220948935463277
"Clec4n",0.00212751569882799
"Cspg4",0.00188406648155099
"Rnd1",0.00175528985881069
"Gpr162",0.00175306223039695
"Gramd1a",0.0017192288617579
"Ldlr",0.00166902579119042
"Ier3",0.00157979781288944
"Cxcl1",0.00149133193351784
"Id1",0.0013415773705162
"Nr4a3",0.000823062299137461
"Fgr",0.000818221280914848
"Tmc3",0.000815063942607337
"Slc7a11",0.000764554367213471
"H2-Eb1",0.000672117145899488
"Cebpd",0.00059473971294488
"Tnfsf9",0.000576831241903101
"Ccr2",0.000534995072562058
"Sumo2",0.000494754878230677
"Tfec",0.000464777847140289
"Abi3",0.000442420907122431
"Scd1",0.000385311934768948
"Sele",-3.01366403666922e-05
"Rgs2",-0.000159437382392039
"Cxcl2",-0.000433790922942654
"Card11",-0.000559405819035785
"St3gal3",-0.000766866495711479
"Ltf",-0.00105521500736726
"Clec4a2",-0.00127630899755151
"Plat",-0.00127656172569645
"Gja1",-0.00171415732521798
"Rims3",-0.0017174935830931
"Gas7",-0.00171797200447182
"Maff",-0.00193945165396358
"Atp2b4",-0.00209941408428679
"Sla",-0.0025021518346451
"Oaf",-0.0025734926675298
"Slc39a14",-0.00272058321144266
"Kdm6b",-0.00279864648762785
"Clcf1",-0.00281849030256605
"Ndrg1",-0.00287114775144298
"Ednrb",-0.00341168258571981
"Spaca6",-0.00352179699538707
"Rffl",-0.00359771649878335
"Pilra",-0.00374233632162598
"Mgll",-0.00422132165602126
"Rapgef5",-0.00428579117867176
"Plxdc2",-0.00432668965246258
"Gsr",-0.00521476446004005
"Ncapg2",-0.00526574766657411
"Trib1",-0.00533745082053477
"Kctd12",-0.00662484569764008
"Hbegf",-0.0067233107906794
"Stard7",-0.00683106733920302
"Fdft1",-0.00696274782983158
"Hmga2",-0.00708684313734045
"Slco4a1",-0.0072550416552128
"Klf7",-0.00731309809711291
"Adgre4",-0.00741629086951531
"Chst3",-0.00742946395894303
"Cd300a",-0.00748852869667025
"Cyp27a1",-0.00752055252148128
"Rgs16",-0.00789167935457242
"Malt1",-0.00790823078798212
"Cd14",-0.00803400335769818
"Insig1",-0.0083085628709033
"Myrf",-0.00875056603971162
"Cenpe",-0.00879595857634419
"Phldb1",-0.00883818016082194
"Gapdh",-0.00893116995343881
"Cdk5r1",-0.00939093385945562
"Zfp36l1",-0.00946497651152274
"B3gnt7",-0.00962392819293822
"Lrrc32",-0.00969143514142656
"Nfatc2",-0.00975988593656548
"Jag1",-0.00977888647549347
"Samsn1",-0.0100820522202625
"Nxpe5",-0.010182727528525
"Errfi1",-0.0103453982687799
"Tsku",-0.010377181122058
"Ptgfrn",-0.0104051462216425
"Inpp4b",-0.0106705686836069
"Nlrp1b",-0.0107719251402128
"Acat2",-0.0108477825653135
"F13a1",-0.0108560320315253
"Dusp5",-0.0109473484868662
"Hsd17b7",-0.010959575731916
"Plk3",-0.0111806079370827
"Plaur",-0.0113741872179413
"Rin3",-0.0113885345737022
"Cytip",-0.0122723228756328
"P2ry2",-0.0122900806376078
"Serpinb1a",-0.0123693074588553
"Sulf2",-0.012973251757624
"Gdf15",-0.0132465258525049
"Nes",-0.0133285937867466
"Enc1",-0.0134684745138741
"Ramp1",-0.0134859328148138
"Fgfr1",-0.0135567984770012
"Dbp",-0.0138948563978328
"Nbeal2",-0.0140219144231532
"Mmp12",-0.0140728591393685
"Fam198b",-0.0141403662181233
"Mmp9",-0.0142669527675758
"Prag1",-0.0144748890796781
"Prkar2b",-0.0146080574800691
"Sema6d",-0.014689740788393
"Tshz1",-0.014990520517568
"Prkcb",-0.0150096586594801
"Myh15",-0.0151827201822045
"Kif4",-0.0155975382273573
"Angptl4",-0.0157067945419527
"Dusp4",-0.0158493435442227
"Ak4",-0.0159069787005394
"Gprc5c",-0.0162186010786701
"Sgsh",-0.0165996827037594
"Itgax",-0.0166262257814725
"Pald1",-0.0166476953662884
"Sqle",-0.0167656996442655
"Cyp51",-0.0168505829842785
"Bmf",-0.0170845014760742
"Fads2",-0.0171362114016792
"Cxcr4",-0.0175291705349666
"Cd24a",-0.0176530503934683
"Rcsd1",-0.0176914715691861
"Egln3",-0.0177182037953992
"Samd4",-0.0178613028997098
"Sncaip",-0.0179654107559431
"Idi1",-0.0179660116802695
"Slc9a9",-0.0179939751525411
"Igfbp4",-0.0182235786817421
"Fosb",-0.0182528358818932
"Egr1",-0.0182927631648194
"Nusap1",-0.0183392243959184
"Lpar6",-0.0183555715227953
"Lpar5",-0.0185364996851825
"Stmn1",-0.0189014323625255
"Xylt1",-0.0189577823445484
"Gas6",-0.0189836921689724
"Npas4",-0.0193890870372486
"Cfh",-0.0194447134535373
"Stard9",-0.0194616054387958
"Slc46a3",-0.0196847656666614
"Plekhg3",-0.0197059059735506
"Padi2",-0.0197581615428355
"Shisa9",-0.0197921360066915
"Knstrn",-0.0198462572163537
"Arhgap19",-0.0199201797171619
"Ccnb2",-0.0199897055735063
"Phlda1",-0.0200113834670659
"Ckap2l",-0.0201802808300412
"Mrc1",-0.0202513475441461
"Mt1",-0.0202640972427804
"Cit",-0.020319389362886
"Fn1",-0.0205225777658665
"Pclaf",-0.020525040539502
"Mybl2",-0.0205370312404208
"Knl1",-0.0206301858257147
"Cx3cr1",-0.0206651030642836
"Nuf2",-0.0207695556151006
"Ank",-0.0207982368514456
"Cdk1",-0.0208961700888309
"Cdca3",-0.0209039995110775
"Ephx1",-0.0209619354416709
"Birc5",-0.0210465157170637
"Fasn",-0.0211956692856883
"Sox4",-0.0212117517678495
"Foxm1",-0.0213852914445043
"Cd28",-0.0213856924647427
"Mical1",-0.0214044674884648
"Reps2",-0.0214442042333179
"Ncapg",-0.0214447726412447
"Racgap1",-0.0214904184326508
"Angptl2",-0.0215065494322658
"Nat8l",-0.0216077785387286
"E2f2",-0.0216491871649403
"Cdc6",-0.0216593447588666
"Arhgap18",-0.0216685747873299
"Elovl6",-0.0216872954955591
"Pik3cg",-0.0217250149968313
"Cad",-0.0217357263800615
"Dtl",-0.0217383428866044
"Plk1",-0.0218041285801274
