"","PC2"
"Gnb4",-0.0256396425564317
"Hpgd",-0.0256763163697759
"1600014C10Rik",-0.0257297061208818
"Trib3",-0.0257689371456952
"Cadps",-0.0257866819329942
"Lama3",-0.0258167055368788
"Tenm4",-0.0258432877100862
"Kif23",-0.0258688127312262
"Cd180",-0.0259617125270427
"Sulf2",-0.0262801778445879
"Phf11a",-0.0263576310854595
"Cdkn1c",-0.0264409984833278
"Serpinb9",-0.0265091610914635
"Tlr11",-0.0265847694891294
"Rubcnl",-0.0266328709183678
"B430306N03Rik",-0.0266890840794668
"Flt4",-0.0267071505351271
"Dmpk",-0.0268788190465658
"Ifi213",-0.0270864302736412
"Hmgn3",-0.0271537769247182
"Fam171b",-0.0271895126972606
"Ifi214",-0.0272210391141565
"Slfn4",-0.0272958043030784
"Sp140",-0.0273017205637396
"Ms4a4c",-0.0273698879487099
"Akap12",-0.0275597211890232
"Cspg4",-0.0276536615136854
"Cmpk2",-0.0277385687643082
"Hap1",-0.0277439855875949
"Mppe1",-0.0277623951325572
"Otud1",-0.027889877279605
"Ifit3",-0.027895008409771
"Slc30a1",-0.0279168505495873
"Rasgrp3",-0.0280166274153715
"Prrg4",-0.0281035826478387
"A530032D15Rik",-0.0281851205974095
"Bmp2",-0.0281908759548491
"Tlr3",-0.0282310273439071
"Enpp4",-0.0283631285422521
"Olfml3",-0.0285872515470441
"Slc26a11",-0.0289198476130531
"Sgsh",-0.0292186402967676
"Armcx6",-0.0293317112164822
"Isg20",-0.029366026117206
"Abcg1",-0.0296253941641184
"Tmem140",-0.029648765411876
"Asb13",-0.0297111320582577
"F830016B08Rik",-0.0297619293363816
"Enc1",-0.0298076061085027
"Lrp4",-0.0300899021734586
"Gm4951",-0.0303716258909938
"Gm4841",-0.0304292135692979
"Fam198b",-0.0304471310846947
"P2ry14",-0.0305330546145777
"Ifi208",-0.0307289935211108
"Treml2",-0.0307718203202689
"Misp",-0.0307859934050202
"Il18bp",-0.0309182053847334
"Itgb7",-0.0309604294143825
"C130026I21Rik",-0.0315824656288654
"Angptl4",-0.0316089317724539
"Inpp1",-0.0316886014530077
"Lhx2",-0.0319214157765374
"Ddx4",-0.0320919927863809
"Uaca",-0.032434689965528
"Hpse",-0.0324367215432192
"Card11",-0.0325504591582521
"Tox2",-0.0326974622083925
"Cd86",-0.0328430969138727
"Cd200r4",-0.0328585867648989
"Rbl1",-0.0329922141277481
"Dnase1l3",-0.0330298426119725
"Spta1",-0.033061731548821
"Tnfrsf12a",-0.0330946880961562
"Arhgap19",-0.0331280857064838
"Gprc5c",-0.0331541044416539
"Slc29a3",-0.0332216992220484
"Sesn3",-0.0332286997929015
"Apol9a",-0.0334800112354794
"Plagl1",-0.0335217053312642
"Cytip",-0.0336839379287665
"Chst3",-0.0336868223321991
"Ddit3",-0.0336898757453488
"Tmem86a",-0.0336908921552441
"Fbxo32",-0.0337149155011589
"Sh2d6",-0.0337910867205328
"Ccr2",-0.0339565287825595
"9930111J21Rik2",-0.0340615429728887
"Cxcl9",-0.0341466580100726
"BC147527",-0.0344097181018443
"Map2",-0.0345942403038918
"Nlrp1b",-0.0350989910824081
"Cd300a",-0.035136401559113
"Clic5",-0.0352872727693352
"Fam83f",-0.0357054923105609
"Gbp4",-0.0357748748519126
"Nanos1",-0.036129240673428
"Apol9b",-0.0361849670465755
"Slfn9",-0.0365429569130614
"Tnfsf8",-0.0367168435586752
"Gpr34",-0.0370932449502491
"Abcb1a",-0.0372820664051204
"Nptx1",-0.0373090557820128
"Cyp27a1",-0.0381048126458772
"Mtus1",-0.0381802909866196
"Klrk1",-0.0383365107627505
"Gpr162",-0.0383819513894241
"Il12rb1",-0.0384908112868216
"Rgs2",-0.0386682849057982
"Gbp8",-0.038732810124282
"Itpr1",-0.0388626687790998
"Rhov",-0.0389527380342724
"Rgs1",-0.0390722483343623
"Gprc5b",-0.0392777126844247
"Sectm1a",-0.0395424603615735
"Ncapg2",-0.0401638917817584
"Ccnd1",-0.0402051569310628
"Kif5c",-0.0402172499051116
"Tnfsf10",-0.0404191006604079
"Klf4",-0.0404995699496157
"Zfp36l1",-0.0406285443593834
"Arl4c",-0.0406473980843567
"9930111J21Rik1",-0.0415523494263452
"Hmga2",-0.0418342973665433
"Kdr",-0.0420093717862836
"Serpinb6b",-0.0421930189230963
"Iigp1",-0.0428758503525835
"Cd300lf",-0.0439994165410636
"Gm12185",-0.0462514695228579
"Ifit3b",-0.0464945235597123
"Slco2b1",-0.0470687001619293
"Cxcr4",-0.0479245275350211
"Gadd45g",-0.0488598267779995
"Sox4",-0.0503667138451726
"Ifit1bl1",-0.0511644638057361
"Ly6a",-0.0515355381093399
"Cd28",-0.0516013045159518
"Tgtp1",-0.0520248426190709
"Kitl",-0.053711990166746
"Tlr9",-0.0557958094069351
"Rnf144b",-0.0561664982844056
"Pou3f1",-0.060465381362868
